y	x
27.28003621	567.6277104
12.81116711	555.6529474
86.43419096	737.9841019
14.55083518	507.2928763
7.97304867	768.9308011
8.877325017	485.0950349
46.68004718	678.7848595
68.67657297	892.6728408
12.34597046	671.9865923
0.039877031	801.6600462
10.11014111	607.8870202
23.80749002	700.5378125
20.60771507	549.9090579
13.15928791	342.5031766
15.59598272	832.2350167
17.09316845	586.8488086
7.791122809	389.2675743
3.806664712	712.8138051
11.41617841	443.5401099
9.975645211	468.4035369
5.050737402	433.7603075
21.92636652	606.725584
38.61485155	798.8929929
17.70333895	618.5165229
1.838661963	409.2394338
21.2908956	730.5380576
3.86001164	650.3849727
5.206496744	334.0888693
3.239063655	762.1396634
30.8840168	734.8250593
54.28142059	759.0893911
72.30698562	856.9362102
31.29778576	692.5186968
20.31415758	668.0737135
149.8057418	682.2499771
124.3685576	835.9062108
3.399825902	682.1207844
297.0843804	967.3425125
0.498420671	191.2998765
4.627400253	573.3485318
1.18013064	320.4645434
1.984813516	686.4249547
24.73334292	675.5244818
0.615755596	259.0563118
50.3569106	744.9346226
11.78625038	497.0787268
1.536299141	604.4788898
3.233882154	500.043903
109.8728541	779.7959151
14.24199857	768.3694997
0.239007414	788.6046295
9.602431578	648.6312132
14.05150757	595.6911855
100.322729	662.1683481
9.711011667	736.7560313
32.83446441	810.7748111
20.94617451	491.9627581
57.02315619	671.3982645
10.62249419	520.7246786
70.87706058	702.7871458
3.101826484	542.0426581
36.79559453	710.9912827
6.470078408	543.5943528
33.69259685	689.7476362
2.183417714	698.1843655
14.38379278	780.1551204
4.405129059	636.7707657
3.172180819	395.7761087
11.1846037	375.354159
30.83903411	536.5749232
15.66385533	609.8024738
7.250338796	661.6043083
8.465093506	819.1692088
17.60261324	802.0793522
73.43320328	706.6480472
17.778259	643.9773427
28.51092065	578.1197055
11.13526421	492.6857431
8.783423038	541.771715
5.814407649	624.5441058
4.306271585	506.3485745
18.31216583	422.6305001
58.87905776	680.6408368
9.852787689	376.2305445
4.887265465	561.3465712
18.20854674	591.9134626
0.903002442	385.52684
80.55798391	771.8524535
20.86490532	582.0215142
11.53611207	675.2470631
13.43011826	499.0057935
15.29494321	366.9062519
103.1473565	868.7035702
117.6543309	652.7093978
5.200674081	399.1350329
14.96326501	521.9607588
60.96211108	868.4419088
29.97384194	695.5900802
0.998626367	352.4519386
10.73582566	628.5888086
17.17333147	530.3688174
12.59705637	653.5898017
0.125848435	722.6531695
81.33048421	806.6798354
24.71972748	466.3742369
4.384775338	393.6520712
15.10428008	426.7166097
1.560097739	602.9617484
29.60652191	667.4354937
5.580569372	529.8505908
20.11689314	745.1985916
15.39777036	830.3180787
15.12734374	392.427874
9.614207293	656.9540567
0.440190943	634.0285241
73.38008111	637.9861659
159.0111774	830.7183385
10.08302851	611.0369016
18.17175676	477.8311302
71.64041783	773.9666895
1.249065305	477.1291745
6.906374134	490.4413826
1.413576993	598.686108
7.34497249	743.1156843
0.999542934	435.5137126
79.04062079	619.9166725
13.39928062	517.9450883
3.861208301	539.5839217
423.4624287	959.860444
4.306210384	555.8373103
54.72059513	639.7837698
45.53415316	518.2573112
3.353397079	647.5172969
34.25784964	654.2203369
2.85162425	407.3922353
16.34746332	613.3660622
11.41371381	550.6357372
42.24115989	820.2887486
6.928624758	538.7142135
0.357744403	666.5198495
47.53878067	695.774781
124.4888546	651.9208384
1.10274966	379.6048575
1.391332874	521.4752604
29.01581412	663.5362074
30.65224126	782.5063675
25.1725846	488.4840431
13.47708086	625.1392144
10.18937016	464.8024798
53.54033074	539.1456607
8.5213754	499.1106288
49.38820815	698.675805
33.72242607	759.8170171
0.10462412	432.5452995
32.97083384	675.2138538
17.27721391	580.3697889
14.30903707	607.3439985
41.47610435	770.1536408
9.66251745	523.4056549
51.57402743	551.0508352
20.82008023	506.6707109
78.5865504	807.0150892
2.237497122	464.9901308
2.289125339	563.4138665
23.71654924	1012.803119
35.78103938	571.5087587
15.02133038	598.4417627
11.49231212	700.8194823
17.17727853	461.8408469
4.20999858	651.478796
9.386430567	731.3175514
0.259724061	478.5986483
20.1329618	637.655726
10.15753787	693.8601503
61.13552911	656.7218906
80.61837953	600.7649464
14.4915267	642.8700768
8.727396248	513.8081304
32.8304469	795.6570634
99.30640422	855.4744197
18.29290512	410.794903
93.98322058	834.7724431
26.50769527	355.1960789
24.67011303	616.9005851
7.575340612	925.2794271
4.927238665	636.5560061
0.89380332	401.0869674
9.867621815	479.3335627
4.423404146	644.385484
29.26924884	759.7550147
47.44583643	720.6722204
15.07854077	609.5068953
0.802330664	747.0569043
44.91938079	735.7081959
4.266560346	526.5847148
15.74936992	442.8356463
0.160666684	291.8566074
28.91806281	827.7788889
20.47077471	652.9645791
7.815463516	499.0702154
16.12501022	771.1301839
32.99871425	516.1718855
48.93531792	620.5446305
16.79748506	554.5818347
1.216270654	533.3592543
53.92262098	717.1079782
8.149676297	412.4421076
3.026834559	549.6057747
19.22818947	537.2166548
2.22560813	494.0735107
31.81548692	561.5853985
11.80248748	703.9926668
106.6250426	834.6612819
19.02893283	731.465264
45.46702379	584.7175815
7.758692005	470.3266925
47.75380558	462.7847964
112.8597876	727.6963031
4.577826041	609.3505768
44.80753202	535.9328349
16.13156825	363.1690921
22.65342178	821.4571542
8.1686513	521.0624512
2.47338511	364.0223061
8.251073048	426.366217
0.19026879	344.5251899
0.257507211	573.6526854
51.77846527	624.2596646
38.19373415	722.0012775
2.342709519	462.3446456
19.24197063	773.5482172
10.3325494	489.1220623
81.24802971	755.7525599
17.36108243	661.0355769
28.20010565	732.4703903
6.917821495	567.2149215
107.0822061	717.3178891
70.39460378	715.5341475
10.44955806	570.6352165
62.41325772	683.4006707
37.6754098	749.3370779
6.821649868	409.1761004
14.03110656	596.4736773
20.16812728	503.1638503
8.115669284	521.4681221
26.38302203	754.1639874
36.47981852	757.2343235
80.16318322	977.8890239
2.176540341	449.2028751
22.395984	600.1029985
1.618962398	363.0772163
1.92030634	583.4816904
2.45998418	583.575192
14.56076602	417.3302696
2.354806539	542.8884832
71.98457511	600.0189505
25.94890454	798.2186938
71.05040906	662.3868582
41.18606186	630.9673622
0.163694724	671.7885994
36.39837259	509.7498444
6.268553404	626.7001544
24.61760035	808.52988
3.54635355	441.6296069
4.716649684	722.9608324
15.31896144	521.2521527
0.375302238	299.3485789
82.55538204	1012.764081
34.6892532	499.7815895
6.698631174	536.1898728
1.250733408	599.2950231
1.432755683	372.5317339
2.638606873	231.3029581
11.0755265	363.8155408
0.384885497	345.4571964
31.36400287	835.1479479
5.679070885	379.4807877
10.81836909	617.9957196
105.6361592	647.2516491
12.6304662	703.4909275
0.433589178	479.0399296
13.42551721	666.8692294
9.785503852	433.9799804
7.657208719	497.3691313
3.276510825	428.116229
38.67365279	473.9773327
61.81662869	704.584983
6.51427584	614.2266174
3.166689808	467.2765788
5.595530095	733.5893744
71.17487696	858.1634864
65.78273619	796.0013711
64.86866024	898.7610331
0.616363144	44.79766433
5.491348823	396.668174
20.40217951	742.8254308
25.49739217	520.2008838
16.57953852	501.4722197
16.70875621	559.2999588
7.252714555	398.703968
23.01331986	476.6656669
4.636953378	560.070141
99.10375401	691.4061973
45.05140989	674.5811013
22.37757147	511.271208
6.668760398	823.3608288
8.265115346	732.978798
6.23973402	658.8400351
41.89842314	750.7267754
2.230465599	527.0603387
3.5999155	478.4784276
6.492296693	353.234969
5.489690449	588.1164922
1.017697375	442.1445959
76.75283736	889.5307378
0.117703356	469.6094452
4.816991006	925.0814391
3.16250999	589.3356122
7.117812196	544.6512311
120.3281325	658.4742162
15.19682207	645.4256507
90.8681312	730.2687095
13.82248659	453.820135
6.266721681	917.5100426
2.643456131	649.444231
172.2813521	1004.082627
31.83868668	549.800108
19.86179258	593.5888756
3.98964063	543.5254586
0.733213426	574.2133009
33.02510292	707.3137841
29.13898023	534.5780563
10.05864781	450.9421584
2.301928534	379.8719456
58.11484348	682.9152857
10.44864686	643.4616401
17.05536994	562.8483168
120.5972513	701.1391734
29.04356917	716.6532765
26.57526776	696.3955096
6.013536671	528.1829135
19.47924546	632.2807794
4.761206884	482.8579966
64.98380042	833.4368475
34.68781613	723.5823279
56.97205529	835.2469464
16.46575386	638.1188644
3.527741003	751.2320222
0.168917883	870.6706105
14.03015389	691.290618
71.80865188	735.1959654
12.09369696	599.9651618
11.97699752	582.736631
10.14125012	532.9352625
11.39572073	683.1870284
9.134876971	467.2450552
2.831123193	405.4115604
0.567646809	367.7608221
3.870690444	613.1757772
12.18350016	407.4145097
207.5146117	667.7137797
1.820089901	614.9291987
7.976561835	573.1935193
3.758067411	399.1188261
9.614810851	494.2394319
5.800989039	470.2927363
74.17482978	897.6109304
14.38236482	616.1174745
11.29098904	750.5612935
0.188182744	481.8748914
81.60709603	858.6561399
543.5699825	870.2770025
28.65102189	799.8987868
4.095056533	657.3811617
120.0087469	569.6682756
15.51033786	506.5102971
22.08738255	655.5178447
35.5695523	918.3698708
28.27252091	714.0876573
4.632988276	579.4791121
16.50443774	481.9809638
4.517868046	453.2865654
7.292558508	476.9576697
122.1648005	730.0218787
8.132717131	477.9723295
3.05359697	318.6803006
8.183670476	403.4825381
9.046524525	666.1591758
1.393161428	546.3642354
13.89969542	416.1544691
76.40725943	722.4229231
0.084185125	491.16259
14.2319236	556.0506731
59.4805583	746.0496491
19.29479066	724.6006124
22.05469016	635.2741933
8.525567981	588.3518342
1.463770347	325.0369517
15.20216828	513.3778945
124.9476616	695.7366528
1.311195961	526.6530266
69.1390765	679.4476207
4.546655355	596.3558545
21.16915781	642.60922
67.41651574	765.041437
52.40608662	766.9440941
25.84967756	834.3186458
9.705571183	670.4548432
2.194188135	512.3806204
108.0842434	836.5196786
50.99162415	661.741074
15.11118409	504.5561841
7.163538469	598.0002188
17.58912181	638.3709291
4.919107157	410.7366323
25.53560806	599.7314928
3.234470719	368.5670015
14.98014151	637.061293
0.539786198	466.8266149
0.742404913	547.411703
34.81610697	703.7287522
29.30874048	440.137717
33.02793444	618.1129218
37.13694014	659.8574293
5.719306955	441.5369119
20.02779864	766.1082412
7.786928134	671.123908
84.66869779	692.045429
70.45029374	604.0265687
16.13485581	537.9193
35.99749861	662.3070483
20.48372869	569.7767567
0.883136627	737.4166276
43.42950649	653.643094
0.152722859	542.5913291
14.95333893	683.5963573
61.10312174	651.8013955
14.53199315	528.9139135
27.14002214	765.5778054
7.927865976	633.9394256
36.38892849	654.4236817
22.1298587	668.2884557
3.78911059	643.8971657
10.50445189	538.3458061
15.25849148	534.8787422
215.50513	680.8367744
9.67130229	614.8659655
51.08617598	519.5874285
2.024978021	818.7913728
41.53227177	520.4153243
48.22122997	716.4800176
8.415937286	437.1260889
28.64952155	631.8933692
1.136032326	516.7846543
2.07949677	619.9764277
18.50432031	554.6585095
30.40429362	655.4557031
74.45210104	900.0299781
16.69507255	455.4092333
8.589622461	517.750892
98.29323358	694.5447232
9.587896034	468.0216759
18.96688052	573.7770082
33.52748609	476.4896641
0.235731007	254.9101007
51.37540483	678.9395764
15.53186294	707.1969931
10.63426271	545.9084608
31.32157375	615.1240851
50.66319689	597.6580737
35.61271233	520.6782804
0.171455477	357.1266552
2.120725652	464.5609774
6.304625007	632.3728633
7.132401101	756.6145876
7.830810522	371.2238505
15.27812262	662.8665616
1.799059246	538.8164803
14.45691597	520.4351384
31.03974643	753.6824987
24.5716174	650.2097489
46.56099186	552.6183908
5.250411194	701.8818024
13.8970477	510.0563942
8.18518749	507.6318733
24.17535013	487.6386945
11.0638092	587.1279095
6.08057597	554.0010337
0.321164995	629.5031114
12.20849432	431.6679021
60.6214291	928.348581
5.247515058	508.8581831
196.2523218	974.4825137
11.55105298	581.7297073
7.96188143	828.5740016
7.521814219	700.3054778
21.03420526	726.6387614
5.771384276	471.8567211
43.66629489	823.2635424
15.22790715	630.1103452
13.05474098	618.1519347
142.0006655	720.9330393
13.32223111	683.1171365
2.322649864	691.2942926
115.2359209	814.2178875
7.722622983	425.9516225
40.09050353	593.3060088
4.902294424	597.529504
48.67183473	689.2952375
0.391490943	536.5275011
49.94555197	695.5476179
41.70988089	906.6464128
18.52496033	432.8067387
27.77414577	642.4166531
3.712465409	300.6671506
28.2362827	523.4508999
2.218843735	636.5980052
0.503260279	579.9581808
31.14893081	502.864979
3.2014509	584.8378993
4.760070636	547.8026749
38.97533014	578.520717
38.81443126	627.2870495
3.105756952	577.368073
0.741136761	244.5615052
19.98836397	658.0017164
43.74646417	558.9786544
54.75329333	602.4255384
16.72602747	518.4524639
49.63725383	791.3855976
0.571623612	527.0005502
0.972144647	381.2739147
0.987148755	388.5700276
88.01222782	700.2256546
7.24980112	520.1119775
55.52556847	793.3675159
0.496263609	738.8566446
0.354459379	532.6693869
63.90257888	531.7314813
15.24318282	666.4529202
8.905204817	761.3930401
4.044584389	610.4955456
8.445484536	613.8723917
13.18585331	463.6627235
112.341271	787.572799
14.76493126	551.0273242
18.58844181	682.8863713
16.52887778	470.9320781
35.85181739	789.3727863
62.70103579	842.3073384
1.501908208	176.5068723
14.46307755	593.79603
3.06138523	601.7591023
21.01152019	579.3366423
20.17932035	569.6636043
46.50456682	742.5307115
3.95915477	777.2513213
158.8006503	876.8968095
39.07080199	721.7435841
27.91359208	897.6169915
23.15574506	662.6323755
2.484558198	416.6529448
21.72400428	556.4663044
12.49759415	693.6775481
2.112385081	526.7985965
19.86000692	517.5683108
0.721468851	561.8285722
4.576566499	496.3302587
77.04716062	675.8053081
13.27925559	746.780642
27.32631319	554.6735911
11.55486908	445.9530859
16.96109717	620.9784552
30.42435476	821.616322
5.002697061	557.0303062
0.578060229	410.5086325
13.86613571	953.2458435
2.130004588	306.6968351
1.392673144	425.3130185
48.3879466	697.9209327
8.404354902	601.7497789
20.88842061	435.1219909
5.794330245	525.7931777
0.816959448	688.9575675
17.66925455	610.9195485
72.90069176	520.5499766
22.75867277	717.0443414
7.085801577	417.8335698
16.29249634	573.5191081
17.73070555	773.6559098
115.6031968	741.3176885
6.316757979	716.1108965
70.760086	739.0832022
265.3761269	730.1738691
4.964795683	693.986817
91.28093272	709.7534353
5.583630136	567.5602237
196.0089814	862.5118367
16.40055243	577.6806698
7.325768968	571.4882906
32.61604151	756.6965232
12.43553272	537.6167926
8.372976231	574.9848455
40.40000313	599.1039401
25.0782727	771.7975009
115.2349888	740.7301473
105.0234272	884.9469694
25.83685549	759.0890999
6.127580532	596.961241
54.0729157	716.2450825
8.093380979	537.2052231
83.37579111	694.6399884
20.0765219	483.7248304
0.391024018	759.2528089
14.86063316	365.3686918
3.167003163	500.3490284
89.5698132	749.4975376
58.46887064	671.8669591
6.385770696	635.4920113
3.976507306	322.9152675
0.64234377	496.7246056
10.6283639	688.7608874
2.869104173	639.7896175
3.767603233	375.0335377
0.860950875	420.4578575
143.4473512	805.9338562
88.24006599	680.7849275
14.22229813	595.7266159
18.90694673	592.2894486
24.4617669	643.9272931
4.477401109	688.7682247
0.04931362	234.5751833
30.21374475	714.6662421
25.39040634	519.7984636
0.18128763	399.219125
14.77401449	489.406752
101.6491124	623.679651
135.8552818	750.9453995
16.03288925	581.5115511
0.454116263	570.301062
48.02431776	690.784135
22.63390979	755.3789206
2.343869648	706.5349977
0.943552915	405.4494427
2.831879941	606.6621508
25.91880064	527.2059998
21.78024742	749.6669384
24.90205376	922.4410338
234.5594454	883.5059458
77.16306286	860.2200113
5.669078466	531.3073222
6.895277827	300.3760391
1.798905279	340.281422
37.97865956	511.1627022
12.48780649	539.9080894
3.645361252	649.3901335
40.41452292	603.2193192
6.438689119	646.4835091
11.64016213	816.2083768
33.99310244	675.0264297
19.76469799	632.9366374
11.30528384	587.4011088
13.43763738	621.7195164
53.65071423	631.0460169
0.662415276	569.0676708
30.98735072	556.7427074
25.40845311	637.4607381
0.52026727	474.1876784
3.791116618	634.78894
2.807842317	480.0656181
184.5227291	977.700819
5.035694985	710.0518779
90.89013421	581.0284412
80.26315103	708.1858009
0.472933318	736.7002877
6.046400654	672.5664486
1.620476638	678.1852637
5.327660733	482.2600233
1.86659165	539.2451017
50.57755396	742.841365
83.65099662	523.200675
14.02058041	887.5033591
155.6225497	739.9191617
23.44882006	495.9716386
15.39924166	606.710163
37.91736477	505.0885846
4.175832102	403.0034919
15.66928231	467.9822652
49.47881718	762.9934962
36.48156949	560.1283515
28.15875619	684.7116106
7.145987106	589.5579372
20.51041614	817.9347339
89.71833137	736.2703922
2.154132205	516.6025506
26.95504145	675.4437475
84.47822317	694.3513514
6.289980223	691.9660151
0.262673257	454.0771795
12.7021393	501.8328753
3.05605229	843.1174667
8.360537072	511.1439077
70.51928305	687.4667552
9.684865176	496.9471433
17.60894506	732.9055996
28.31704349	608.1608653
0.968028142	635.8024654
10.0680031	683.6207983
5.164318895	288.464246
72.48958353	866.0371641
13.14993775	750.849495
36.15084183	501.6482019
13.68852057	553.7421728
1.248706385	451.972801
12.69216883	725.7815813
23.10671241	430.7449819
38.02139846	661.832741
2.018456265	581.3010907
8.419904982	406.5768735
8.099598631	694.0585271
77.42338345	821.3262708
23.39911013	737.1404958
10.24440472	653.5749621
2.467533209	507.4894304
16.69737855	666.9695048
22.75464743	708.8021795
11.2698797	493.1457965
10.30037817	496.854412
9.27681021	520.1296871
26.99855919	674.9007015
19.81504488	540.1181687
1.55260714	511.6577761
2.278960462	466.9271805
91.46447358	642.3338215
41.72546756	587.8270142
31.83460866	736.9151115
20.81423102	449.1620964
14.56064783	707.8768546
5.4161361	400.3468189
77.28086507	777.9633929
6.21871987	595.1429757
2.85809116	516.670341
11.15508285	571.1607305
80.739988	653.6522247
33.22360014	543.4587416
1.142904867	534.8710341
27.20223054	628.3600898
20.38592738	737.5863803
7.107734273	587.7352419
3.300563655	423.8931616
2.079669432	449.6979234
8.365690678	616.6476437
2.429091414	657.1199716
30.79282264	579.0134096
17.5654171	562.2409917
24.21804596	700.8440967
9.907711214	759.5010239
15.03292227	624.7103154
28.08112347	690.9925173
107.4817099	860.3033216
36.76438914	612.68729
1.43770589	383.8017953
222.8597009	657.0387881
30.77868737	612.9698061
5.779536465	550.7528407
6.287565002	428.7246146
0.049438501	423.1275828
4.495056038	445.250332
25.03302007	530.963268
1.771472362	493.1608079
1.879842562	617.0075124
31.8770628	430.6998561
22.39889264	341.4430003
94.00161502	696.391095
2.589707011	452.9632824
4.940397163	468.9447378
6.871218628	698.9828284
26.13379868	349.2253298
16.63260824	463.2801556
24.0759244	857.377081
37.53467689	576.0851544
1.777229855	447.6199917
39.673253	853.3163595
50.76687583	673.8558023
110.683704	676.2365388
9.404871448	537.2306253
14.78813451	549.1088483
7.817749951	471.7698997
3.670547993	785.6127187
24.05671657	535.2076324
3.724542562	536.8490037
26.73363059	761.136564
67.26654722	795.3692205
17.71664569	625.7005404
7.911876094	457.0875469
30.17611011	620.4801417
9.537222982	638.6434309
14.14286399	547.5426311
3.109585627	335.0989631
38.03740213	785.8187965
5.298090185	520.2714543
4.738071128	452.1684933
104.0463041	646.6073955
15.59787262	496.1381128
1.444904503	360.9217798
1.857533015	525.0844511
39.07777189	997.4714264
21.43860838	672.4269824
6.173496653	515.4042853
24.73613216	661.5070426
11.11432754	647.0802327
36.22909082	786.4742236
39.05869593	743.7588764
20.54360824	787.5829034
7.383990884	514.105795
3.597489137	678.2151734
35.66314127	820.9128887
7.56787209	674.1276065
2.898265539	483.3419142
20.69797839	761.7791861
4.742043271	700.9406523
18.2403324	590.4405213
8.234267171	541.2029917
35.34785592	667.1022801
10.84025295	479.483627
4.334182122	700.0909341
53.8847964	680.8144565
11.89927645	494.7556378
284.4161621	763.2937931
1.637886223	587.2277926
11.18408195	615.1592815
11.10303934	497.1355054
40.94907846	577.1754155
20.90769067	740.0219357
2.96387208	328.7665707
40.72016146	864.3619568
3.482332445	409.7176565
30.8658858	714.0151442
13.62237732	502.8080281
1.304903	485.8452469
116.3776194	805.7471958
67.295148	652.7456411
8.713651089	661.608511
7.805863135	447.0650816
27.57200965	534.5589054
25.68023256	916.3226693
16.00760578	599.5197653
65.20976089	765.1253509
2.821254469	379.0269327
58.60515498	842.4553327
15.13251361	555.0471886
30.98225943	642.9541656
0.826239123	397.5729687
1.885246334	304.5932074
22.31900216	651.647863
7.070556039	648.4838433
10.25217401	629.9279165
5.364724624	520.5281218
17.14351201	586.5763469
11.17999858	483.222124
29.49133363	529.5471946
80.29856189	741.9451005
135.5437923	813.9808298
47.23737918	540.4265211
66.57881151	732.3939401
56.27762509	880.4309645
6.17128639	523.6410798
75.4845264	826.393712
