"id" "income" "expenditure" "house.ten" "sex.hh" "lab.force" "hh.size" "hh.adults"
"186" 14637 174.690002441406 166.039993286133 1 2 4 1 1
"187" 4862 724.669982910156 429.709686279297 3 2 1 2 2
"188" 14810 161.960006713867 124.639999389648 1 2 4 1 1
"189" 9435 616.5 485.218719482422 2 1 2 2 2
"190" 1349 913.72998046875 520.873107910156 3 2 2 3 2
"191" 6038 203.875 81.2456970214844 3 2 4 1 1
"192" 9632 460.149993896484 328.373901367188 3 1 1 3 2
"193" 11815 346.565002441406 780.106018066406 3 2 4 1 1
"194" 2900 381.891998291016 414.503173828125 3 1 4 2 2
"195" 7789 458.179992675781 355.039428710938 1 2 2 5 1
"196" 10483 153.606994628906 200.770004272461 3 2 4 1 1
"197" 2317 53.2700004577637 47.7333221435547 1 2 4 1 1
"198" 14362 283.641998291016 335.346435546875 3 2 4 2 2
"199" 3375 231.361999511719 200.119995117188 3 2 4 1 1
"200" 6624 60.875 351.200988769531 3 2 4 1 1
"201" 9986 344.493988037109 259.497100830078 3 1 4 2 2
"202" 10383 895.830017089844 527.617980957031 2 1 1 4 4
"203" 7997 690.099975585938 332.393493652344 1 2 2 5 2
"204" 2338 456.929992675781 312.044860839844 3 1 1 2 2
"205" 12811 349.622009277344 188.271255493164 3 2 4 1 1
"206" 12083 473.066497802734 555.760620117188 3 1 2 2 2
"207" 950 681.52001953125 206.582748413086 3 1 4 2 2
"208" 4866 704.77001953125 702.514099121094 2 2 1 3 2
"209" 5309 401.809997558594 373.398406982422 2 2 1 2 1
"210" 8063 219.869995117188 239.947158813477 1 2 1 2 1
"211" 10387 148.582000732422 148.054992675781 1 2 4 1 1
"212" 13044 152.007507324219 499.580963134766 3 1 4 2 2
"213" 4123 592.799987792969 377.994293212891 2 2 2 2 2
"214" 13137 400.076995849609 451.881866455078 2 2 4 1 1
"215" 12241 150.281997680664 98.5550003051758 1 2 4 1 1
"216" 5799 612.004028320313 404.586181640625 3 1 4 2 2
"217" 12765 405.940002441406 423.305816650391 3 1 1 4 2
"218" 3828 637.059997558594 657.769653320313 3 1 1 2 2
"219" 4340 525.982482910156 825.814819335938 3 1 4 2 2
"220" 5752 346.902008056641 483.647216796875 3 1 2 1 1
"221" 9876 1061.69995117188 481.804992675781 3 1 1 4 2
"222" 11049 458.131988525391 502.274932861328 3 1 1 2 2
"223" 13088 680.861999511719 526.171447753906 3 1 1 2 2
"224" 14904 604.919982910156 485.916137695313 3 1 1 3 2
"225" 1160 242.259994506836 352.253356933594 3 1 1 2 2
"226" 11980 476.040008544922 318.828430175781 1 2 1 2 2
"227" 4740 573.193969726563 442.351165771484 3 1 4 5 4
"228" 8110 837.609985351563 631.120178222656 3 2 1 3 2
"229" 14904 348.179992675781 197.125106811523 3 2 1 1 1
"230" 7388 319.640014648438 204.830520629883 1 1 1 1 1
"231" 350 621.869018554688 777.945007324219 3 1 4 5 4
"232" 5132 278.044006347656 188.134628295898 1 1 4 2 2
"233" 6577 586.169982910156 358.746795654297 3 2 1 5 3
"234" 10389 563.489990234375 569.08544921875 3 1 1 2 2
"235" 4089 72 62.6949996948242 1 1 4 1 1
"236" 11809 317.641998291016 298.734985351563 1 2 4 2 2
"237" 1552 325.935882568359 243.599639892578 1 2 1 2 2
"238" 6820 827.090026855469 511.123596191406 2 2 1 2 2
"239" 2538 130.921997070313 78.6050033569336 3 2 4 1 1
"240" 2113 459.290008544922 271.460632324219 3 2 4 1 1
"241" 9770 454.0419921875 311.901397705078 3 2 4 1 1
"242" 2079 727.307495117188 950.101318359375 3 2 1 2 2
"243" 7386 170.399993896484 288.286895751953 1 2 4 2 1
"244" 9980 237.100006103516 315.365783691406 2 1 1 5 3
"245" 11144 450.969512939453 261.091552734375 3 2 4 1 1
"246" 3670 1160.55004882813 576.566223144531 3 1 1 3 2
"247" 11287 458.641998291016 492.07470703125 3 2 4 5 3
"248" 6780 488.690002441406 859.132385253906 3 1 1 3 2
"249" 2933 521.176513671875 211.764205932617 3 1 4 2 2
"250" 9943 210.641998291016 166.548706054688 1 2 4 1 1
"251" 4181 240.992004394531 127.959632873535 3 2 4 1 1
"252" 6279 261.734008789063 330.529998779297 1 1 4 2 2
"253" 3930 435 366.289825439453 2 1 2 2 2
"254" 13539 468.126861572266 358.829345703125 3 2 1 2 1
"255" 5579 1119.39245605469 537.623474121094 3 1 2 2 2
"256" 7359 185.962005615234 106.35107421875 2 2 4 1 1
"257" 9250 417.799987792969 216.325805664063 1 2 1 1 1
"258" 6635 551.164001464844 175.147399902344 3 1 4 2 2
"259" 2248 473.217193603516 263.249664306641 3 2 1 1 1
"260" 14612 433.239990234375 324.734161376953 2 2 1 1 1
"261" 5053 390.505004882813 393.848785400391 2 2 2 2 1
"262" 14659 587.679992675781 581.851013183594 3 2 2 2 2
"263" 12887 710.597412109375 384.3251953125 3 1 1 1 1
"264" 555 403.230010986328 660.850952148438 2 1 1 2 2
"265" 5731 918.280029296875 879.125 2 1 1 3 2
"266" 2908 898.039978027344 436.256256103516 3 2 1 3 2
"267" 11407 632.503601074219 416.743408203125 3 1 1 3 2
"268" 391 497.570007324219 386.428985595703 1 2 1 4 2
"269" 3561 615.440002441406 433.191192626953 2 2 1 3 3
"270" 13240 46.9425010681152 149.618286132813 3 1 4 1 1
"271" 3044 610.859985351563 557.2861328125 3 1 1 4 2
"272" 179 391.380004882813 535.0771484375 2 1 1 5 2
"273" 12759 449.789001464844 576.497314453125 3 2 2 2 2
"274" 992 401.429992675781 186.5693359375 1 1 4 2 2
"275" 262 287.514007568359 356.544311523438 3 1 4 4 2
"276" 232 390.37451171875 616.316833496094 3 2 4 1 1
"277" 9657 437.130004882813 377.076049804688 3 1 1 2 2
"278" 6486 289.149993896484 191.554977416992 3 1 4 2 2
"279" 1877 402.264007568359 275.536285400391 3 1 4 2 2
"280" 10312 448.489990234375 609.083923339844 1 1 1 4 2
"281" 2541 272.119995117188 394.143859863281 2 2 4 3 2
"282" 8730 1089.42004394531 667.014831542969 2 1 1 2 2
"283" 2189 322.320007324219 201.648086547852 3 2 1 1 1
"284" 11017 863.739990234375 794.260131835938 3 2 1 3 2
"285" 2080 180.184494018555 160.667877197266 1 2 4 1 1
"286" 9744 966.875 627.2451171875 3 1 1 2 2
"287" 2177 997.77001953125 249.80793762207 3 1 1 2 2
"288" 4259 536.530029296875 480.578582763672 3 1 1 5 2
"289" 11463 590.200012207031 421.361083984375 2 1 1 5 2
"290" 525 645.799987792969 343.836120605469 3 1 1 2 2
"291" 1880 323.773986816406 317.69873046875 2 1 4 2 2
"292" 7056 251.792007446289 249.730056762695 3 1 4 2 2
"293" 14532 815.315002441406 447.006530761719 3 1 1 4 2
"294" 6108 658.859985351563 407.700347900391 3 1 1 4 3
"295" 6799 150.481994628906 64.0500030517578 1 1 4 1 1
"296" 2478 23.0699996948242 134.792739868164 3 1 3 1 1
"297" 6587 714.174011230469 648.269714355469 3 1 4 2 2
"298" 12345 496.160003662109 265.137908935547 3 1 4 1 1
"299" 8624 151.361999511719 112.474998474121 2 2 4 1 1
"300" 13073 722.526489257813 397.769134521484 3 1 4 2 2
"301" 4809 637.599975585938 778.298645019531 3 2 4 2 2
"302" 3008 580.64697265625 183.613021850586 3 1 4 1 1
"303" 11900 220 474.665893554688 2 1 1 2 2
"304" 4761 402.614990234375 241.879776000977 3 1 4 2 2
"305" 3837 1012.77001953125 616.775207519531 1 2 1 2 2
"306" 14005 878.640014648438 577.399719238281 3 2 4 3 3
"307" 2612 453.903991699219 418.525604248047 3 1 4 2 2
"308" 1332 620.469970703125 641.244750976563 2 1 4 4 4
"309" 4635 216.839996337891 210.039993286133 2 2 4 2 1
"310" 3521 197.024993896484 133.125 1 2 4 3 1
"311" 3268 609.949523925781 867.34130859375 3 2 4 1 1
"312" 13213 269.410003662109 172.604248046875 1 2 4 1 1
"313" 15 612.27197265625 282.60986328125 3 1 4 2 2
"314" 7279 373.279998779297 338.374572753906 3 2 2 2 2
"315" 7033 383.079986572266 400.295318603516 2 1 1 4 2
"316" 7381 819.059997558594 447.484558105469 3 2 1 4 2
"317" 6614 427.730010986328 382.137939453125 1 1 2 5 2
"318" 10885 344.640014648438 210.460235595703 3 2 1 1 1
"319" 2715 312.079986572266 185.009994506836 1 2 3 4 1
"320" 1979 768.909973144531 559.23681640625 3 1 1 4 2
"321" 10640 154.149993896484 173.377624511719 3 2 4 1 1
"322" 12925 325.329986572266 403.1484375 3 2 4 2 2
"323" 9714 124.699996948242 114.308181762695 1 2 4 1 1
"324" 9869 629.940002441406 342.953521728516 3 2 1 1 1
"325" 11711 877.419982910156 536.337463378906 3 1 4 2 2
"326" 14446 662.151977539063 562.150024414063 3 2 4 1 1
"327" 285 324.420013427734 289.362915039063 3 1 4 2 2
"328" 10152 737.309997558594 461.750274658203 3 1 1 4 2
"329" 13110 701.320007324219 671.230163574219 3 1 1 2 2
"330" 6937 432.179992675781 419.679779052734 3 1 1 4 2
"331" 2544 263.447509765625 406.393432617188 2 1 1 2 2
"332" 9522 197.119995117188 112.139999389648 3 2 4 1 1
"333" 10149 1084.36999511719 403.383087158203 3 1 4 2 2
"334" 216 223.899505615234 180.667358398438 1 2 4 1 1
"335" 822 941.390014648438 509.866119384766 3 1 1 4 2
"336" 7964 708.049987792969 473.792022705078 3 2 1 2 2
"337" 2637 975.080017089844 694.371337890625 3 1 4 1 1
"338" 14388 427.760009765625 393.988006591797 1 1 1 2 2
"339" 14149 467.299987792969 337.2841796875 2 1 1 2 2
"340" 3086 599.554016113281 198.849533081055 3 1 4 2 2
"341" 5258 333.910003662109 298.590026855469 3 2 2 3 1
"342" 629 263.404998779297 164.760299682617 2 2 1 3 1
"343" 3929 703.221984863281 378.18115234375 1 2 4 2 2
"344" 1121 279.533996582031 199.559951782227 3 1 4 2 2
"345" 12207 149.25 92.8899993896484 1 1 4 1 1
"346" 10662 401.069488525391 678.220642089844 3 2 4 1 1
"347" 823 335.611999511719 264.644134521484 3 2 4 1 1
"348" 13859 142.289993286133 137.804992675781 1 1 4 1 1
"349" 10678 773.391479492188 559.393127441406 3 1 4 3 3
"350" 5598 147.699996948242 148.054901123047 2 2 2 2 1
"351" 492 545.429992675781 187.748641967773 3 1 4 2 2
"352" 4590 717.337524414063 367.535583496094 3 1 1 1 1
"353" 7791 399.359985351563 252.184585571289 3 2 2 4 2
"354" 9199 700.400024414063 255.511840820313 2 1 1 4 2
"355" 6846 316.137512207031 536.371459960938 2 1 1 3 2
"356" 12560 93.75 56.5499992370605 1 1 4 1 1
"357" 2137 640.890014648438 427.907348632813 3 1 1 4 2
"358" 8924 387.294006347656 319.170501708984 1 1 4 2 2
"359" 7675 1132.57995605469 446.181732177734 3 1 1 2 2
"360" 7468 1006.79748535156 448.335235595703 3 1 1 2 2
"361" 7131 754.179992675781 804.401916503906 3 2 4 2 2
"362" 10217 172.630004882813 162.565002441406 1 2 4 2 1
"363" 12674 234.716995239258 508.205383300781 3 2 4 1 1
"364" 3250 438.117492675781 403.989990234375 3 1 1 2 2
"365" 3949 851.880004882813 600.262268066406 1 2 1 3 3
"366" 1618 161.850006103516 164.074996948242 3 2 4 1 1
"367" 4053 304.332000732422 195.095016479492 3 1 4 1 1
"368" 4897 657.799987792969 525.989562988281 3 1 1 2 2
"369" 6509 249.001998901367 225.753555297852 1 2 4 1 1
"370" 6231 79.0999984741211 71.870002746582 3 1 4 1 1
"371" 7396 278.200012207031 289.245697021484 2 2 2 2 1
"372" 2846 475.190002441406 586.926025390625 3 1 1 4 3
"373" 573 580.757019042969 922.972290039063 3 1 4 2 2
"374" 3716 611.440002441406 585.862731933594 2 1 1 1 1
"375" 7213 505.157501220703 396.64404296875 3 1 2 1 1
"376" 3824 233.682006835938 93.1100006103516 1 2 4 2 2
"377" 11655 194.457000732422 186.092742919922 3 2 4 1 1
"378" 2282 548.531982421875 333.867614746094 1 2 4 2 2
"379" 3160 428.527496337891 394.990600585938 3 2 2 3 2
"380" 7599 313.861999511719 393.303009033203 3 1 1 2 2
"381" 10357 334.100006103516 309.326568603516 3 2 2 1 1
"382" 13693 968.625915527344 766.143188476563 2 2 1 2 2
"383" 1600 1094.18005371094 524.140991210938 3 1 1 3 2
"384" 13013 309.200012207031 231.654525756836 1 1 4 2 2
"385" 9897 129 91.0201797485352 2 2 2 1 1
"386" 2544 590.364990234375 363.476409912109 1 1 1 5 2
"387" 7550 375.654998779297 234.88264465332 3 2 2 2 2
"388" 4254 874.080017089844 485.607177734375 3 1 1 4 3
"389" 7351 403.179992675781 307.106567382813 3 1 1 2 2
"390" 596 491.070007324219 407.548034667969 3 1 4 1 1
"391" 5971 567.070007324219 365.477935791016 3 2 1 2 2
"392" 7591 108.300003051758 110.230003356934 1 2 4 1 1
"393" 11032 152.276992797852 153.404998779297 3 2 4 1 1
"394" 13168 163.960006713867 203.079238891602 3 1 1 1 1
"395" 5726 874.690002441406 806.263427734375 3 1 1 3 1
"396" 2943 736.39501953125 542.102172851563 1 1 1 4 2
"397" 2321 148.90950012207 128.484252929688 1 2 4 1 1
"398" 11275 930.099975585938 562.734375 1 2 1 3 3
"399" 616 406 437.715454101563 3 1 1 1 1
"400" 14249 334.190002441406 242.507614135742 2 2 2 3 2
"401" 7315 207.699996948242 237.604995727539 3 2 4 2 2
"402" 12505 584.5 388.129425048828 3 2 1 1 1
"403" 2922 721.929992675781 552.193725585938 3 2 2 2 2
"404" 8586 558.510009765625 203.699645996094 3 2 1 1 1
"405" 1772 503.850006103516 156.107772827148 3 2 4 1 1
"406" 2743 71 156.90348815918 1 2 3 1 1
"407" 5876 326.920013427734 396.214996337891 2 2 4 1 1
"408" 3277 227.850006103516 140.207168579102 1 1 4 1 1
"409" 8125 441.864501953125 156.463790893555 3 1 4 1 1
"410" 13175 81.3000030517578 63.5227088928223 1 2 3 2 1
"411" 8540 531.052001953125 464.495849609375 3 1 4 2 2
"412" 11467 245.770004272461 317.662139892578 2 2 2 3 2
"413" 14663 1006.30523681641 705.847778320313 3 1 1 4 2
"414" 14167 415.820007324219 341.290008544922 2 1 1 1 1
"415" 806 591.789978027344 455.266326904297 3 1 1 3 2
"416" 7697 417 223.509185791016 1 1 1 1 1
"417" 2504 651.450012207031 269.95361328125 3 1 1 2 2
"418" 1586 332.709991455078 264.105712890625 3 2 2 1 1
"419" 11379 703.885009765625 491.871734619141 2 1 1 3 2
"420" 14591 484.119995117188 613.684509277344 3 2 2 4 3
"421" 5162 152.462005615234 334.791290283203 3 1 4 1 1
"422" 8841 132.880004882813 81.9294281005859 3 2 4 1 1
"423" 8567 140.190002441406 116.790000915527 2 1 3 1 1
"424" 9730 461.899993896484 476.614379882813 2 1 1 3 3
"425" 1670 809.597473144531 263.607299804688 3 2 4 2 2
"426" 4430 348.480010986328 240.908889770508 1 1 1 2 2
"427" 10425 810.081970214844 730.808654785156 3 1 4 2 2
"428" 7627 77.8199996948242 354.661773681641 2 2 3 1 1
"429" 14038 1030.61999511719 934.330261230469 2 1 4 5 4
"430" 14063 572.650024414063 745.414489746094 3 1 1 2 2
"431" 4108 662.632019042969 394.825012207031 3 2 4 2 2
"432" 13255 294 332.857757568359 2 1 2 4 2
"433" 12200 184.269500732422 260.81396484375 2 1 4 1 1
"434" 329 151.509994506836 160.440002441406 2 2 4 1 1
"435" 575 645.945007324219 192.781234741211 3 1 4 2 2
"436" 8961 597.685974121094 354.113861083984 2 1 1 3 3
"437" 7540 1178.60998535156 763.625122070313 3 1 1 2 2
"438" 14085 231.699996948242 848.359985351563 2 2 2 4 4
"439" 13967 762.179992675781 677.20849609375 3 1 1 3 2
"440" 8708 258.713989257813 283.719909667969 3 1 4 2 2
"441" 12559 905.219970703125 339.342224121094 3 2 4 1 1
"442" 5239 486.549987792969 708.349975585938 1 2 2 4 1
"443" 12467 297.911987304688 267.380065917969 1 1 4 2 2
"444" 7692 539.309997558594 499.638946533203 1 1 1 4 2
"445" 14527 384.243988037109 305.837677001953 3 1 4 2 2
"446" 12699 463.611999511719 380.341857910156 3 1 2 2 2
"447" 2386 671.559997558594 523.147399902344 3 1 1 1 1
"448" 12806 601.919982910156 415.493255615234 3 1 1 2 2
"449" 4619 571.809997558594 305.990417480469 3 2 1 1 1
"450" 10969 35.25 311.910003662109 3 1 4 1 1
"451" 13429 188.662002563477 171.791641235352 3 2 4 1 1
